Year,Field-Location,RecId,Source,Pedigree,Replicate,Block,Plot,Range,Pass,"LOCAL_CHECK (Yes, No[Blank])",Plot Length Field,Alley Length,Row Spacing,Plot Area,Rows/Plot,Packet/Plot,Kernels/Packet,# Seed,Date Planted,Date Harvested,Anthesis [date],Silking [date],Pollen DAP [days],Silk DAP [days],Plant Height [cm],Ear Height [cm],Stand Count [plants],Root Lodging [plants],Stalk Lodging [plants],Grain Moisture [%],Test Weight [lbs/bu],Plot Weight [lbs],Grain Yield [bu/A],"Plot Discarded [enter ""yes"" or ""blank""]",Comments,"Filler [enter ""filler"" or ""blank""]",[add additional measurements here]
2014,NCH1,2220283,WE13-80ISO-406-X-POL-80,Z013E0026/PB80,1,3,46,4,6,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,213,113,36,5,1,15.6,,15.35,156.9207478,,,,
2014,NEH3,2214152,13WJWE:LH185:2583,TX204/LH185,1,2,53,4,13,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,191,82,36,0,0,17.4,58.1,18.01,156.5052253,,,,
2014,NCH1,2220414,LOCAL_CHECK,31G66,1,8,174,10,14,Yes,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,221,93,36,2,0,15.4,,15.2,155.7555367,,,,
2014,NCH1,2220318,WE13-80ISO-256-X-POL-80,MOG_MO45-055-1-1-1-1-B/PB80,1,9,230,13,11,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,228,125,36,8,23,15.9,,15.2,154.8349957,,,,
2014,NCH1,2220225,13SAJL:NURSE:0151,PHW52/PHN82,1,10,249,14,9,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,220,98,36,1,0,13.8,,14.49,151.2882481,,,,
2014,IAH4,2186360,13WJWE:LH185:2019,M0012/LH185,2,4,119,39,40,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,239,97,36,0,0,20.2,52.7,17.48,151.0666258,,,,
2014,INH1,2211027,13WJWE:LH185:2832,Z022E0149/LH185,1,6,223,8,8,,20,3,30,87.5,,,,66,5/25/14,11/18/14,8/20/14,8/22/14,87,89,233,107,36,0,1,18.2,52.7,17.48,150.4283922,,,,
2014,NCH1,2220444,WE13-195ISO-091-X-POL-195,PHN11_PHG47_0172/LH195,1,6,119,7,2,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,195,99,36,0,0,14.4,,14.4,149.3020598,,,,
2014,ONH2,2215950,13WJWE:LH185:2601,W10004_0032/LH185,1,2,30,2,29,,20,3,30,87.5,,,,40,5/27/14,11/29/14,7/25/14,7/29/14,59,63,219,87,36,0,14,25.9,66.1,18.97,147.8838065,,,,
2014,NCH1,2220700,WE13-195ISO-249-X-POL-195,MOG_LH123HT-200-1-1-1-1-B/LH195,2,10,232,26,12,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,230,121,36,1,0,15.6,,14.2,145.1644703,,,,
2014,NEH3,2214250,LOCAL_CHECK,LOCALCHECK NE3,2,7,175,23,15,Yes,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,177,86,36,0,0,15.7,59.1,16.31,144.6493937,,,,
2014,TXH2,2219228,WE13-195ISO-055-X-POL-195,PHN11_PHG47_0048/LH195,1,9,217,12,17,,20,2,30,90,,,,,4/23/14,9/30/14,7/13/14,7/14/14,81,82,192,93,36,0,0,16.2,61.1,16.83,144.2542975,,,,
2014,NEH2,2213603,13WJWE:LH198:3019,M0012/LH198,2,2,34,14,15,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/29/14,7/29/14,75,75,184,100,36,,0,19.6,55.9,16.9,142.9479183,,,,
2014,NCH1,2220614,WE13-80ISO-322-X-POL-80,MOG_MO45-054-1-1-1-1-B/PB80,2,6,110,20,10,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,224,116,36,3,1,13.5,,13.58,142.2805122,,,,
2014,WIH1,2216632,13WJWE:LH198:3019,M0012/LH198,2,6,217,23,16,,24,3,30,107.5,,,,80,5/9/14,10/28/14,7/26/14,7/27/14,78,79,240,127,36,0,0,21.7,55,21.02,140.9383375,,,,
2014,ONH2,2216102,13WJWE:LH198:3619,W10005_0037/LH198,2,4,135,14,19,,20,3,30,87.5,,,,40,5/27/14,11/29/14,7/29/14,8/2/14,63,67,236,112,36,0,1,23.1,69.2,17.3,139.9611573,,,,
2014,NCH1,2220340,WE13-80ISO-229-X-POL-80,MOG_PHG83-224-1-1-1-1-B/PB80,1,9,201,12,1,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,224,116,36,18,0,12.8,,13.2,139.4183565,,,,
2014,NEH2,2213811,13WJWE:LH185:2559,TX772W/LH185,2,1,7,13,7,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/29/14,7/30/14,75,76,157,80,36,,1,22.6,54.5,17.1,139.2426093,,,,
2014,NEH3,2214130,13WJWE:LH198:3364,MOG_LH123HT-045-1-1-1-1-B/LH198,1,6,184,11,17,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,193,108,36,0,0,20.7,56.2,16.63,138.7396257,,,,
2014,MOH1,2211649,13WJWE:LH185:2832,Z022E0149/LH185,1,5,186,8,7,,20,3,36,102,,,,70,5/7/14,10/22/14,7/13/14,7/13/14,67,67,242,111,36,0,0,17.3,,18.57,138.5990892,,,,
2014,NEH3,2214092,13WJWE:LH198:3538,PHN11_PHW65_0359/LH198,1,6,179,10,19,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,176,95,36,0,0,17.1,58.3,15.81,137.8864157,,,,
2014,NEH2,2213569,GTF-01:10,B73/MO17,2,3,110,17,14,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/24/14,7/26/14,70,72,189,107,36,,0,18.3,56.6,16,137.5235647,,,,
2014,NEH2,2213815,13WJWE:LH185:2559,TX772W/LH185,2,1,13,13,13,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/29/14,7/29/14,75,75,187,101,36,,0,22.4,55,16.8,137.1532442,,,,
2014,NEH3,2214073,13WJWE:LH198:3562,TX714/LH198,1,7,221,13,20,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,184,96,36,0,0,20.5,56.2,16.38,136.9985933,,,,
2014,IAH1c,2187387,13WJWE:CG102:1130,CG108/CG102,2,3,70,28,9,,20,3,30,85,,,,72,5/9/14,10/20/14,7/11/14,7/11/14,63,63,205,93,36,1,1,16.3,55.9,14.96,135.6067354,,,,
2014,NCH1,2220684,WE13-195ISO-200-X-POL-195,PHN11_PHW65_0294/LH195,2,10,218,25,3,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,186,85,36,0,0,15.4,,13.2,135.2613871,,,,
2014,NCH1,2220350,WE13-80ISO-420-X-POL-80,MOG_OH43_0402/PB80,1,9,208,12,8,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,223,116,36,9,0,13.7,,12.86,134.4253906,,,,
2014,ONH2,2215805,13WJWE:LH198:3169,M0369/LH198,1,5,166,6,9,,20,3,30,87.5,,,,40,5/27/14,11/29/14,7/30/14,8/4/14,64,69,203,99,36,0,2,27.2,66.9,17.48,133.8775911,,,,
2014,MOH1,2211629,13WJWE:LH185:2073,M0039/LH185,1,2,84,4,25,,20,3,36,102,,,,70,5/7/14,10/22/14,7/10/14,7/10/14,64,64,202,107,36,0,0,15.7,,17.49,133.0639304,,,,
2014,NEH3,2214170,13SAJL:NURSE:0133,LH74/PHG35,2,2,12,15,12,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,173,96,36,0,0,16.3,58.9,15.11,133.053102,,,,
2014,NCH1,2220322,WE13-80ISO-225-X-POL-80,MOG_MO45-085-1-1-1-1-B/PB80,1,9,198,11,3,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,216,118,36,24,3,14,,12.71,132.3955977,,,,
2014,NEH2,2213814,13WJWE:LH185:2571,TX772/LH185,2,1,24,13,24,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/26/14,7/26/14,72,72,168,85,36,,2,16.7,57,15.1,132.3296094,,,,
2014,NCH1,2220316,WE13-80ISO-417-X-POL-80,MOG_MO45-078-1-1-1-1-B/PB80,1,9,207,12,7,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,215,126,36,14,1,13.3,,12.6,132.3180784,,,,
2014,TXH2,2219159,WE13-80ISO-325-X-POL-80,MOG_PHG83-197-1-1-1-1-B/PB80,1,1,29,3,12,,20,2,30,90,,,,,4/23/14,9/30/14,7/10/14,7/11/14,78,79,212,97,36,3,0,16.7,59.2,15.35,130.7838165,,,,
2014,NYH2,2215165,13WJWE:LH198:3109,M0041/LH198,1,7,167,11,34,,21,4,30,85,,,,80,5/27/14,11/25/14,8/6/14,8/5/14,71,70,248,115,36,0,0,22.6,,15.6,130.7644731,,,,
2014,NCH1,2220532,WE13-80ISO-017-X-POL-80,Z022E0060/PB80,2,3,41,17,20,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,218,114,36,1,0,15.3,,12.65,129.7787176,,,,
2014,NCH1,2220656,WE13-195ISO-108-X-POL-195,PHB47/LH195,2,5,81,19,20,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,209,95,36,0,0,15.3,,12.6,129.2657583,,,,
2014,NEH3,2214181,13SAJL:NURSE:0139,B73/PHG35,2,2,37,16,4,,20,3,30,87.5,,,,20,5/14/14,11/13/14,,,,,180,110,36,0,2,16.6,58.6,14.52,127.3995074,,,,
2014,IAH1c,2187382,13WJWE:CG102:1145,CG60/CG102,2,3,65,27,11,,20,3,30,85,,,,72,5/9/14,10/20/14,7/11/14,7/11/14,63,63,192,85,36,1,0,23.2,54.1,15.27,127.0060667,,,,
2014,NCH1,2220388,WE13-195ISO-132-X-POL-195,Z022E0077/LH195,1,7,167,10,7,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,208,106,36,0,0,15,,12.1,124.5758441,,,,
2014,NYH1,2214836,13WJWE:CG102:1038,M0062/CG102,2,5,180,12,32,,21,4,30,85,,,,80,5/29/14,12/8/14,7/31/14,,63,,224,217,36,0,0,18,,13.87,123.1727174,,,,
2014,NEH3,2214026,13WJWE:LH198:3685,Z013E0046/LH198,1,8,248,14,8,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,162,90,36,0,0,21.4,56.1,14.82,122.5478882,,,,
2014,NCH1,2220454,WE13-195ISO-390-X-POL-195.3,MOG_MO45-055-1-1-1-1-B/LH195,1,6,114,7,7,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,215,99,36,1,1,15.7,,12,122.5288517,,,,
2014,NCH1,2220309,WE13-80ISO-360-X-POL-80,LH57/PB80,1,5,99,6,19,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,198,91,36,0,0,13.5,,11.6,121.5356364,,,,
2014,NEH2,2213419,13WJWE:LH198:3037,M0323/LH198,1,2,42,3,7,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/29/14,7/29/14,75,75,183,100,36,,1,16.4,57.5,13.7,120.4930302,,,,
2014,NCH1,2220550,WE13-80ISO-181-X-POL-80.2,Z013E0042/PB80,2,8,172,23,9,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,201,108,36,7,0,16.3,,11.8,119.6291475,,,,
2014,NEH2,2213689,13WJWE:LH198:3631,Z013E0006/LH198,2,5,152,19,8,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/26/14,8/4/14,72,81,173,100,36,,0,18.2,56.7,13.9,119.6198314,,,,
2014,NEH2,2213713,13WJWE:LH198:3628,W10005_0220/LH198,2,6,180,20,13,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/24/14,8/4/14,70,81,186,103,36,,0,16.4,58,13.6,119.6135191,,,,
2014,NCH1,2220299,WE13-80ISO-367-X-POL-80,Z013E0009/PB80,1,3,55,4,15,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,210,134,36,1,0,16.4,,11.8,119.4862214,,,,
2014,NCH1,2220563,WE13-80ISO-411-X-POL-80.2,PHV63/PB80,2,2,16,15,5,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,196,93,36,0,0,14.3,,11.5,119.3735763,,,,
2014,NCH1,2220627,WE13-195ISO-138-X-POL-195,M0039/LH195,2,7,164,23,17,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,209,94,36,1,0,15.3,,11.6,119.0065711,,,,
2014,ONH2,2215771,13WJWE:LH198:3190,M0325/LH198,1,5,142,5,26,,20,3,30,87.5,,,,40,5/27/14,11/29/14,7/30/14,8/3/14,64,68,245,113,36,0,0,29.3,67.7,15.93,118.4868821,,,,
2014,NEH3,2214117,13WJWE:LH198:3517,PHN11_PHG47_0388/LH198,1,6,174,10,14,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,183,99,36,0,0,15.2,59.6,13.24,118.1187709,,,,
2014,NEH2,2213614,13WJWE:LH198:3052,M0186/LH198,2,2,67,15,19,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/26/14,8/3/14,72,80,178,92,36,,0,15.8,57.8,13.3,117.814519,,,,
2014,NCH1,2220298,WE13-80ISO-364-X-POL-80,Z013E0037/PB80,1,3,50,4,10,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,209,118,36,2,0,14.7,,11.2,115.7168483,,,,
2014,ILH1,2210453,13WJWE:LH198:3742,Z013E0090/LH198,1,3,62,5,45,,20,3,30,87.5,,,,,5/6/14,9/30/14,7/12/14,7/13/14,67,68,220,109,36,0,0,21.4,54.4,13.97,115.5191631,,,,
2014,NEH3,2213957,13WJWE:LH198:3151,M0354/LH198,1,3,96,6,16,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,174,98,36,0,1,16.1,59.1,13.08,115.4528842,,,,
2014,NEH3,2214230,13WJWE:LH198:3100,M0309/LH198,2,4,109,20,12,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,173,90,36,0,0,16.3,59,13.01,114.5612745,,,,
2014,NEH2,2213354,13WJWE:LH198:3157,M0151/LH198,1,8,219,11,22,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/30/14,7/30/14,76,76,182,97,36,,1,17,57.3,13,113.5158555,,,,
2014,NEH3,2213991,13WJWE:LH198:3154,M0001/LH198,1,3,83,6,3,,20,3,30,87.5,,,,20,5/14/14,11/13/14,,,,,173,93,36,0,0,15.2,59.8,12.7,113.301238,,,,
2014,NCH1,2220676,WE13-195ISO-251-X-POL-195,B73_NC230-129-1-1-1-1/LH195,2,10,240,26,20,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,200,111,36,2,0,15.4,,11,112.7178226,,,,
2014,NCH1,2220347,WE13-80ISO-159-X-POL-80,MOG_NC230-010-1-1-1-1-B/PB80,1,9,188,11,13,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,221,118,36,11,2,16.4,,11.13,112.7018343,,,,
2014,NEH2,2213643,13WJWE:LH198:3043,M0058/LH198,2,2,33,14,16,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/30/14,8/3/14,76,80,180,96,36,,0,19.5,55.6,13.3,112.6373964,,,,
2014,ONH2,2216062,13WJWE:LH198:3169,M0369/LH198,2,2,70,12,12,,20,3,30,87.5,,,,40,5/27/14,11/29/14,7/30/14,8/4/14,64,69,211,107,36,0,14,27.4,66.8,14.68,112.1237871,,,,
2014,NEH2,2213535,LOCAL_CHECK,LOCALCHECK NE2,1,1,9,2,9,Yes,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/24/14,8/3/14,70,80,172,80,36,,0,18.1,56.6,12.8,110.2881758,,,,
2014,ONH2,2215801,13WJWE:LH198:3097,M0272/LH198,1,5,167,6,8,,20,3,30,87.5,,,,40,5/27/14,11/29/14,7/30/14,8/4/14,64,69,229,103,36,0,0,26.6,67.8,14.28,110.2705014,,,,
2014,NEH3,2214173,13SAJL:NURSE:0121,PHG39/PHG35,2,2,29,16,12,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,189,101,36,0,0,18.1,57.7,12.79,110.2020131,,,,
2014,NEH2,2213774,13WJWE:LH198:3481,PHN11_OH43_0001/LH198,2,8,231,22,10,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/29/14,8/4/14,75,81,185,104,36,,0,15.6,57.8,12.4,110.1030155,,,,
2014,NCH1,2220589,WE13-80ISO-062-X-POL-80,MOG_NC230-008-1-1-1-1-B/PB80,2,6,136,21,5,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,221,123,36,31,0,13.2,,10.47,110.0768389,,,,
2014,NEH2,2213529,13WJWE:LH198:3508,PHN11_PHG47_0251/LH198,1,6,140,7,5,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/28/14,7/29/14,74,75,169,90,36,,0,15.1,57.9,12.2,108.968909,,,,
2014,NEH3,2214244,13WJWE:LH198:3088,M0106/LH198,2,4,90,19,10,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,179,98,36,0,12,20,56.8,12.94,108.9078903,,,,
2014,NEH3,2214075,13WJWE:LH198:3535,PHN11_PHW65_0328/LH198,1,6,175,10,15,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,185,92,36,0,0,17.5,57.8,12.41,107.711187,,,,
2014,NCH1,2220282,WE13-80ISO-079-X-POL-80,Z013E0078/PB80,1,3,40,3,1,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,205,109,36,0,1,16.1,,10.59,107.6186311,,,,
2014,NCH1,2220579,WE13-80ISO-260-X-POL-80,B73_NC230-128-1-1-1-1/PB80,2,6,114,20,14,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,215,106,36,7,0,15.5,,10.48,107.262406,,,,
2014,NCH1,2220255,WE13-80ISO-207-X-POL-80,M0275/PB80,1,4,84,6,4,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,195,129,36,12,0,13.3,,10.2,107.1146349,,,,
2014,NEH2,2213663,13WJWE:LH198:3838,Z022E0008/LH198,2,4,128,18,17,,20,3,30,87.5,,,,20,5/15/14,11/5/14,8/2/14,8/2/14,79,79,176,103,36,,3,20.2,55.6,12.7,106.6207404,,,,
2014,ONH2,2216078,13WJWE:LH198:3799,Z022E0110/LH198,2,7,245,18,13,,20,3,30,87.5,,,,40,5/27/14,11/29/14,7/29/14,8/4/14,63,69,215,113,36,0,11,30.2,63.9,14.5,106.4776621,,,,
2014,NEH3,2214216,13WJWE:LH198:3124,M0118/LH198,2,4,129,21,9,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,168,91,36,0,0,18.6,57.6,12.31,105.4186717,,,,
2014,NEH1,2212857,13WJWE:LH185:2691,Z013E0052/LH185,1,4,129,5,21,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/18/14,7/19/14,63,64,206,100,36,0,4,22.3,56.1,12.78,104.4688838,,,,
2014,NEH2,2213312,13SAJL:NURSE:0133,LH74/PHG35,1,4,78,5,19,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/29/14,7/29/14,75,75,175,95,36,,1,19.5,55,12.3,104.1684192,,,,
2014,NEH2,2213683,13WJWE:LH198:3667,Z013E0034/LH198,2,5,174,20,19,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/30/14,8/4/14,76,81,181,99,36,,1,22.1,54.9,12.7,104.0821514,,,,
2014,NEH2,2213329,13SAJL:NURSE:0079,B37/H95,1,4,102,6,6,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/26/14,7/28/14,72,74,184,88,36,,1,17,57.1,11.8,103.0374689,,,,
2014,NCH1,2220507,WE13-80ISO-374-X-POL-80.2,M0030/PB80,2,4,60,17,1,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,200,111,36,0,2,12.4,,9.71,103.0274329,,,,
2014,NEH2,2213685,13WJWE:LH198:3718,Z013E0072/LH198,2,5,164,19,20,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/29/14,8/4/14,75,81,186,108,36,,0,21.2,55.3,12.3,101.9685892,,,,
2014,NEH2,2213661,13WJWE:LH198:3799,Z022E0110/LH198,2,4,131,18,14,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/30/14,8/4/14,76,81,187,96,36,,0,18.8,56.4,11.9,101.6571834,,,,
2014,NEH3,2213954,13WJWE:LH198:3157,M0151/LH198,1,3,103,7,18,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,182,97,36,0,0,16.9,58.5,11.59,101.3256834,,,,
2014,NEH2,2213742,13WJWE:LH198:3466,PHN11_LH145_0028/LH198,2,8,198,21,6,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/24/14,7/26/14,70,72,177,90,36,,1,18.9,56.1,11.8,100.6787798,,,,
2014,NEH2,2213489,13WJWE:LH198:3391,MOG_LH145_0173/LH198,1,6,137,7,8,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/28/14,7/30/14,74,76,185,110,36,,0,18.1,56.2,11.6,99.94865929,,,,
2014,NEH2,2213768,13WJWE:LH198:3361,MOG_LH123HT-031-1-1-1-1-B/LH198,2,8,208,21,16,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/26/14,8/4/14,72,81,194,120,36,,3,19.8,55.9,11.8,99.56150605,,,,
2014,NEH2,2213674,13WJWE:LH198:3784,Z022E0025/LH198,2,4,133,18,12,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/30/14,8/4/14,76,81,176,94,36,,2,18.5,56.1,11.5,98.60309136,,,,
2014,NCH1,2220465,GTF-01:04,LH82/LH198,2,9,194,24,14,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,163,76,36,2,0,15.5,,9.6,98.25563905,,,,
2014,NEH3,2213994,13WJWE:LH198:3835,Z022E0005/LH198,1,5,136,8,16,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,172,87,36,0,0,19.2,57,11.51,97.84119903,,,,
2014,NCH1,2220260,WE13-80ISO-270-X-POL-80,Z022E0155/PB80,1,1,7,2,7,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,215,114,36,0,1,14,,9.26,96.45816163,,,,
2014,NYH1,2214662,13WJWE:CG102:1313,W10005_0147/CG102,1,8,194,6,9,,21,4,30,85,,,,80,5/29/14,12/8/14,7/28/14,,60,,245,100,36,1,1,17.1,,10.74,96.42352877,,,,
2014,NEH2,2213406,13WJWE:LH198:3817,Z022E0023/LH198,1,2,35,3,14,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/30/14,7/30/14,76,76,177,92,36,,0,17.5,57.1,11,95.47325197,,,,
2014,NEH2,2213503,13WJWE:LH198:3010,B73_NC230-129-1-1-1-1/LH198,1,6,142,7,3,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/29/14,8/4/14,75,81,162,88,36,,0,20.8,54.8,11.4,94.98720633,,,,
2014,NCH1,2220504,WE13-80ISO-281-X-POL-80.2,M0048/PB80,2,4,62,18,2,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,213,103,36,0,0,13.5,,9.05,94.81875079,,,,
2014,NEH3,2214228,13WJWE:LH198:3214,M0172/LH198,2,4,125,21,5,,20,3,30,87.5,,,,20,5/14/14,11/13/14,,,,,169,85,36,0,0,16.5,59.1,10.75,94.43435571,,,,
2014,NEH3,2214036,13WJWE:LH198:3715,Z013E0067/LH198,1,8,231,13,10,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,170,94,36,0,0,22,55.8,11.29,92.64535003,,,,
2014,NEH2,2213447,13WJWE:LH198:3682,Z013E0045/LH198,1,7,177,9,16,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/29/14,8/4/14,75,81,166,99,36,,0,22.4,54.8,11.3,92.25188451,,,,
2014,NEH2,2213751,13WJWE:LH198:3490,PHN11_OH43_0088/LH198,2,8,207,21,15,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/26/14,8/4/14,72,81,178,97,36,,1,22.5,54.5,11.3,92.13300321,,,,
2014,TXH2,2219227,WE13-195ISO-332-X-POL-195,MOG_MO45-071-1-1-1-1-B/LH195,1,9,224,13,17,,20,2,30,90,,,,,4/23/14,9/30/14,7/14/14,7/15/14,82,83,183,81,36,0,0,16.3,45.2,10.76,92.11669649,,,,
2014,NCH1,2220297,WE13-80ISO-120-X-POL-80,Z013E0074/PB80,1,3,58,4,18,,16,4,38,76,,,,44,4/28/14,10/8/14,,,,,198,89,36,0,2,15.7,,9,91.89663874,,,,
2014,NEH2,2213435,13WJWE:LH198:3721,Z013E0073/LH198,1,7,203,10,11,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/28/14,7/28/14,74,74,163,102,36,,0,23.4,54,11.3,91.06307156,,,,
2014,NEH2,2213752,13WJWE:LH198:3487,PHN11_OH43_0075/LH198,2,8,201,21,9,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/26/14,8/4/14,72,81,181,103,36,,0,15,58,10.1,90.31822239,,,,
2014,TXH2,2219053,WE13-80ISO-009-X-POL-80.2,M0007/PB80,1,6,143,9,18,,20,2,30,90,,,,,4/23/14,9/30/14,7/7/14,7/8/14,75,76,205,77,36,0,0,14.6,48.7,10.26,89.6201893,,,,
2014,NEH3,2214132,13WJWE:LH198:3001,B73_NC230-040-1-1-1-1/LH198,1,6,185,11,16,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,171,99,36,0,0,21.6,55.6,10.81,89.16139167,,,,
2014,NEH2,2213486,13WJWE:LH198:3553,PHW65_MOG_0293/LH198,1,6,170,9,23,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/28/14,7/30/14,74,76,173,107,36,,1,17.8,56.7,10.3,89.07259892,,,,
2014,NEH3,2214242,13WJWE:LH198:3016,M0027/LH198,2,4,94,19,14,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,172,92,36,0,0,16.2,58.9,9.76,86.04564971,,,,
2014,NEH3,2214262,13WJWE:LH198:3775,Z022E0108/LH198,2,7,178,23,18,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,170,92,36,0,0,18.9,57.3,9.97,85.06503684,,,,
2014,NEH3,2213925,13SAJL:NURSE:0163,B73/PHN82,1,1,25,3,16,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,190,112,36,0,0,18.8,57.4,9.77,83.46140182,,,,
2014,NEH2,2213664,13WJWE:LH198:3817,Z022E0023/LH198,2,4,130,18,15,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/28/14,8/4/14,74,81,167,90,36,,1,22.6,54.8,10,81.42842648,,,,
2014,NEH2,2213549,13WJWE:LH185:2604,W10004_0076/LH185,1,1,1,2,1,,20,3,30,87.5,,,,20,5/15/14,11/5/14,7/15/14,7/15/14,61,61,170,90,36,,2,15.9,57.5,9.2,81.39896917,,,,
2014,TXH1,2218715,WE13-80ISO-207-X-POL-80,M0275/PB80,2,4,86,13,7,,25,4,30,105,,,,47,3/1/14,8/21/14,5/24/14,5/24/14,84,84,163,84,36,,,10.7,56.1,10.27,80.40364517,,,,
2014,NEH3,2214197,GTF-01:44,CGR03/LH82,2,2,21,16,20,,20,3,30,87.5,,,,20,5/14/14,11/14/14,,,,,177,99,36,0,0,22.3,55.3,9.83,80.35439184,,,,
2014,DEH1,2209199,13WJWE:LH185:2865,Z022E0130/LH185,1,2,58,6,3,,17.42,2,30,77.1,,,,,5/5/14,9/29/14,7/5/14,7/7/14,61,63,237,103,36,0,0,18.7,54.3,8.26,80.17876265,,Half of the row was empty,,
2014,NEH3,2214177,13SAJL:NURSE:0127,PHW52/PHG35,2,2,42,17,2,,20,3,30,87.5,,,,20,5/14/14,11/13/14,,,,,167,92,36,0,0,17.4,58.1,9.21,80.03404358,,,,
